treated,minutes_2023,minutes_2022,minutes_2021,age,tenure,is_lang2,is_lang1,is_connected,new_user,favorite_sports
True,0.0,11.68,65.21,20.0,13.0,1.0,0.0,0.0,True,0
True,0.0,66.79,159.11,23.0,12.0,1.0,0.0,0.0,True,3
True,9983.78,0.0,0.0,18.0,12.0,1.0,0.0,0.0,False,3
True,146.16,43.15,110.21,31.0,11.0,1.0,0.0,0.0,True,3
True,5587.5,103.97,0.0,19.0,15.0,0.0,0.0,0.0,False,0
True,4482.84,0.0,0.0,19.0,12.0,1.0,0.0,0.0,True,1
True,2484.8,0.0,0.0,32.0,12.0,1.0,0.0,0.0,False,2
True,0.0,80.48,0.0,19.0,11.0,1.0,0.0,0.0,True,2
True,26839.92,0.0,97.22,24.0,9.0,0.0,1.0,0.0,True,4
True,0.0,161.17,0.0,21.0,11.0,1.0,0.0,0.0,True,0
True,9265.79,59.25,0.0,22.0,12.0,1.0,0.0,0.0,True,4
True,594.95,0.0,0.0,22.0,12.0,1.0,0.0,0.0,True,5
True,4814.63,124.94,0.0,19.0,14.0,1.0,0.0,0.0,True,5
True,7458.1,0.0,46.22,20.0,12.0,1.0,0.0,0.0,True,1
True,0.0,50.61,0.0,29.0,11.0,1.0,0.0,0.0,True,2
True,34099.28,0.0,124.36,24.0,15.0,1.0,0.0,0.0,False,1
True,1953.27,33.71,0.0,18.0,13.0,1.0,0.0,0.0,True,1
True,155.22,0.0,0.0,22.0,13.0,1.0,0.0,0.0,True,3
True,194.49,54.06,2028.0,20.0,14.0,1.0,0.0,1.0,True,5
True,8881.67,0.0,6083.99,20.0,9.0,1.0,0.0,0.0,True,2
True,6210.67,94.38,574.06,18.0,11.0,0.0,1.0,0.0,True,3
True,0.0,207.41,989.27,21.0,12.0,1.0,0.0,0.0,False,0
True,929.88,214.56,874.95,18.0,13.0,1.0,0.0,0.0,True,3
True,0.0,486.14,3670.87,22.0,15.0,1.0,0.0,1.0,False,0
True,12558.02,382.68,3670.87,20.0,15.0,0.0,0.0,0.0,False,1
True,22228.93,357.95,2150.4,24.0,16.0,1.0,0.0,0.0,False,1
True,1762.09,381.01,0.0,18.0,13.0,1.0,0.0,0.0,False,1
True,8182.31,385.27,8.7,21.0,11.0,1.0,0.0,0.0,True,4
True,700.09,681.72,5506.31,21.0,13.0,1.0,0.0,0.0,False,1
True,17893.65,721.3,237.01,22.0,18.0,1.0,0.0,0.0,False,2
True,9737.15,868.34,141.96,20.0,13.0,1.0,0.0,0.0,True,2
True,17685.18,880.38,94.0,20.0,12.0,1.0,0.0,0.0,True,4
True,0.0,853.72,9381.57,25.0,13.0,0.0,0.0,1.0,False,2
True,4321.7,919.56,3678.23,20.0,15.0,0.0,0.0,0.0,True,2
True,1880.04,934.45,62.73,22.0,11.0,1.0,0.0,1.0,True,5
True,55.84,1146.3,5685.55,22.0,16.0,1.0,0.0,0.0,False,0
True,11279.38,1012.78,18.19,20.0,12.0,1.0,0.0,1.0,True,4
True,571.5,1117.44,9385.74,20.0,16.0,0.0,1.0,0.0,False,0
True,1121.61,1220.84,3651.63,18.0,13.0,1.0,0.0,0.0,True,0
True,5500.1,1253.44,1794.62,20.0,13.0,1.0,0.0,0.0,True,1
True,60352.29,1284.08,75.21,25.0,15.0,1.0,0.0,0.0,True,4
True,1469.46,1611.03,0.0,22.0,13.0,1.0,0.0,1.0,True,0
True,7039.34,1484.99,16384.33,19.0,14.0,1.0,0.0,0.0,True,3
True,4032.71,1666.11,824.39,23.0,11.0,1.0,0.0,1.0,True,2
True,10368.1,1841.79,0.0,23.0,10.0,1.0,0.0,0.0,True,5
True,4232.31,1713.15,6.22,20.0,9.0,0.0,0.0,1.0,True,2
True,11141.39,1784.27,2143.41,19.0,11.0,1.0,0.0,0.0,True,0
True,0.0,1913.89,11030.14,22.0,14.0,1.0,0.0,0.0,False,2
True,13385.86,2234.02,108.41,24.0,12.0,0.0,0.0,0.0,True,5
True,4909.04,2412.44,9345.14,21.0,10.0,1.0,0.0,0.0,True,2
True,113.5,2409.27,14474.95,19.0,13.0,1.0,0.0,0.0,False,2
True,1694.19,2421.95,4276.79,22.0,13.0,1.0,0.0,0.0,True,2
True,63.33,2758.04,3214.58,32.0,9.0,1.0,0.0,0.0,True,2
True,2484.55,2611.22,60.29,24.0,16.0,0.0,0.0,0.0,False,3
True,4146.6,2692.64,2415.49,18.0,14.0,1.0,0.0,0.0,True,4
True,9970.68,2657.06,0.0,19.0,12.0,1.0,0.0,0.0,True,2
True,141.86,2706.96,2260.15,25.0,13.0,1.0,0.0,0.0,True,5
True,26372.28,2848.6,38.2,22.0,15.0,1.0,0.0,1.0,True,0
True,5684.25,2941.0,5112.65,21.0,12.0,1.0,0.0,0.0,True,5
True,3261.15,2836.51,190.46,24.0,10.0,1.0,0.0,0.0,True,3
True,6194.77,2949.11,13865.07,23.0,16.0,1.0,0.0,0.0,False,1
True,7535.94,2937.26,2636.35,19.0,10.0,1.0,0.0,0.0,True,2
True,8489.36,3039.96,6269.34,23.0,14.0,1.0,0.0,0.0,False,0
True,1414.01,3093.83,39.14,30.0,12.0,1.0,0.0,1.0,True,1
True,0.0,3090.73,12362.93,20.0,16.0,1.0,0.0,0.0,False,5
True,5212.62,3389.46,61.01,19.0,12.0,1.0,0.0,0.0,True,5
True,9538.08,3332.41,6473.68,20.0,15.0,1.0,0.0,0.0,False,3
True,0.0,3550.08,1001.15,24.0,12.0,1.0,0.0,0.0,True,5
True,4279.61,3791.33,989.27,19.0,12.0,1.0,0.0,0.0,True,2
True,3462.56,3850.47,2192.88,20.0,12.0,1.0,0.0,0.0,True,2
True,7412.75,4082.3,8597.89,27.0,8.0,1.0,0.0,0.0,True,1
True,104.16,4105.07,11703.2,19.0,13.0,1.0,0.0,1.0,True,3
True,0.0,4440.58,176.58,23.0,10.0,1.0,0.0,0.0,True,4
True,11038.3,4878.94,9791.46,21.0,14.0,1.0,0.0,0.0,False,5
True,13829.62,5324.11,0.0,19.0,12.0,0.0,0.0,0.0,True,1
True,6788.46,5463.8,5424.48,21.0,12.0,0.0,1.0,1.0,True,2
True,9558.5,5527.23,10784.19,26.0,11.0,1.0,0.0,0.0,True,2
True,13228.28,5588.66,1468.35,22.0,12.0,1.0,0.0,1.0,True,1
True,857.53,5807.5,6416.47,20.0,11.0,1.0,0.0,0.0,True,3
True,5522.79,5793.85,1424.55,18.0,12.0,1.0,0.0,0.0,True,4
True,1443.83,5887.45,8408.76,21.0,15.0,1.0,0.0,1.0,False,1
True,1451.5,5875.05,12260.78,20.0,11.0,0.0,1.0,0.0,True,3
True,5.02,6170.38,4124.98,19.0,10.0,1.0,0.0,0.0,True,0
True,672.88,6862.16,25971.46,21.0,14.0,1.0,0.0,0.0,True,0
True,0.0,6871.86,1981.43,23.0,14.0,1.0,0.0,0.0,True,1
True,10107.9,7141.41,492.23,22.0,12.0,0.0,1.0,1.0,False,5
True,6281.43,8113.29,0.0,24.0,11.0,1.0,0.0,0.0,True,0
True,12590.71,8455.5,6848.61,20.0,16.0,0.0,0.0,0.0,False,4
True,5112.01,8853.67,0.0,23.0,12.0,0.0,1.0,0.0,True,0
True,16052.96,10941.35,20279.95,25.0,12.0,1.0,0.0,1.0,False,1
True,36782.29,11536.57,35040.07,23.0,14.0,1.0,0.0,1.0,False,2
True,12919.18,13883.35,13602.43,27.0,11.0,1.0,0.0,1.0,True,4
True,3982.4,17999.05,13732.07,26.0,10.0,1.0,0.0,1.0,True,5
True,4181.94,25270.17,14669.69,25.0,13.0,1.0,0.0,1.0,True,2
False,0.0,29.04,33.87,19.0,14.0,1.0,0.0,0.0,True,4
False,12558.68,104.29,127.59,23.0,12.0,0.0,0.0,0.0,False,4
False,0.0,0.0,0.0,20.0,12.0,1.0,0.0,0.0,True,0
False,10798.51,40.97,0.0,20.0,11.0,1.0,0.0,0.0,True,0
False,11796.47,0.0,0.0,30.0,14.0,1.0,0.0,0.0,True,3
False,9271.92,0.0,0.0,18.0,9.0,1.0,0.0,0.0,True,1
False,10666.01,19.94,31.19,23.0,12.0,0.0,0.0,0.0,True,5
False,6044.74,0.0,42.16,26.0,12.0,1.0,0.0,1.0,True,4
False,3880.83,83.48,0.0,19.0,7.0,0.0,1.0,0.0,True,5
False,177.43,0.89,0.0,27.0,14.0,1.0,0.0,0.0,True,2
False,5775.06,98.22,10.62,20.0,14.0,1.0,0.0,0.0,False,3
False,0.0,0.0,0.0,24.0,11.0,1.0,0.0,0.0,True,2
False,41.3,110.51,0.0,23.0,11.0,1.0,0.0,1.0,True,0
False,0.0,47.42,19.04,20.0,13.0,0.0,0.0,0.0,True,1
False,0.0,0.0,0.0,20.0,12.0,1.0,0.0,0.0,True,5
False,2113.72,0.0,0.0,27.0,15.0,1.0,0.0,0.0,False,1
False,7618.64,2.51,0.0,23.0,14.0,1.0,0.0,0.0,True,1
False,9920.94,0.0,0.0,22.0,10.0,0.0,1.0,0.0,True,2
False,4280.24,6.92,140.08,20.0,12.0,1.0,0.0,0.0,True,3
False,113.47,29.12,0.0,27.0,9.0,1.0,0.0,0.0,True,0
False,16658.25,7.97,54.52,21.0,13.0,1.0,0.0,1.0,True,0
False,9772.6,76.23,0.0,31.0,11.0,1.0,0.0,0.0,True,0
False,3783.66,113.55,0.0,21.0,9.0,1.0,0.0,0.0,True,3
False,3515.93,0.0,111.64,23.0,9.0,1.0,0.0,0.0,True,5
False,17050.67,67.43,96.48,23.0,13.0,1.0,0.0,0.0,True,5
False,0.0,0.0,0.0,27.0,14.0,1.0,0.0,1.0,True,5
False,0.0,0.0,0.0,20.0,11.0,0.0,1.0,0.0,True,2
False,5970.26,0.0,0.0,26.0,12.0,1.0,0.0,0.0,False,4
False,1909.88,0.0,57.55,18.0,10.0,0.0,1.0,0.0,True,5
False,6191.94,0.0,0.0,24.0,15.0,1.0,0.0,1.0,False,4
False,7284.39,0.0,119.84,25.0,12.0,1.0,0.0,0.0,False,3
False,445.83,248.79,31.8,27.0,10.0,1.0,0.0,0.0,True,1
False,33.28,12.58,82.63,19.0,15.0,1.0,0.0,0.0,False,4
False,24.87,0.0,51.49,23.0,13.0,1.0,0.0,0.0,True,4
False,7478.12,0.0,82.85,21.0,13.0,1.0,0.0,0.0,True,1
False,0.0,0.0,101.01,26.0,14.0,1.0,0.0,0.0,True,3
False,2021.51,0.0,138.83,20.0,13.0,1.0,0.0,0.0,True,3
False,15791.13,49.09,166.48,23.0,13.0,0.0,1.0,0.0,True,2
False,1135.47,0.0,0.0,22.0,14.0,1.0,0.0,0.0,True,2
False,6378.72,93.7,85.1,19.0,13.0,0.0,1.0,0.0,True,0
False,7176.19,80.77,116.55,20.0,11.0,1.0,0.0,0.0,True,3
False,0.0,79.07,0.0,28.0,12.0,1.0,0.0,0.0,True,4
False,7952.54,0.0,0.0,28.0,13.0,1.0,0.0,0.0,True,3
False,124.17,24.51,0.0,18.0,16.0,1.0,0.0,0.0,False,5
False,7152.13,0.0,99.05,26.0,11.0,1.0,0.0,0.0,True,4
False,8329.82,30.8,79.84,19.0,12.0,0.0,1.0,0.0,True,1
False,0.0,0.0,233.55,20.0,13.0,1.0,0.0,0.0,True,5
False,12429.91,38.41,41.17,30.0,12.0,1.0,0.0,0.0,True,1
False,0.0,57.99,0.0,20.0,11.0,1.0,0.0,0.0,True,1
False,5088.76,0.0,53.11,21.0,13.0,1.0,0.0,0.0,True,5
False,4374.04,18.17,0.0,21.0,11.0,0.0,1.0,0.0,True,4
False,1595.16,0.0,99.79,20.0,12.0,1.0,0.0,0.0,True,2
False,0.0,31.1,42.6,19.0,14.0,1.0,0.0,0.0,True,0
False,1794.19,125.18,26.16,20.0,11.0,1.0,0.0,1.0,True,5
False,0.0,0.0,0.0,20.0,15.0,1.0,0.0,0.0,True,1
False,11359.56,123.71,77.89,20.0,15.0,0.0,0.0,0.0,False,0
False,0.0,150.76,0.0,21.0,13.0,1.0,0.0,0.0,True,2
False,14636.71,103.21,25.48,20.0,11.0,1.0,0.0,0.0,True,0
False,12918.82,0.0,42.28,20.0,10.0,1.0,0.0,0.0,True,0
False,5767.13,0.04,126.51,22.0,14.0,1.0,0.0,0.0,True,4
False,6527.92,105.11,0.0,18.0,10.0,0.0,1.0,0.0,True,2
False,3931.24,0.0,0.0,24.0,13.0,1.0,0.0,0.0,True,4
False,21160.71,0.0,0.0,22.0,12.0,1.0,0.0,0.0,True,1
False,0.0,0.0,46.46,22.0,10.0,1.0,0.0,0.0,True,4
False,67.85,0.0,125.54,24.0,6.0,1.0,0.0,0.0,True,3
False,14728.75,0.0,0.0,29.0,14.0,1.0,0.0,0.0,True,4
False,0.0,11.61,0.0,20.0,14.0,1.0,0.0,0.0,True,2
False,3582.21,0.0,22.01,20.0,13.0,1.0,0.0,0.0,False,3
False,11197.34,0.0,60.57,21.0,15.0,1.0,0.0,0.0,True,3
False,13.47,0.0,12.47,22.0,11.0,1.0,0.0,0.0,True,4
False,1.94,50.85,0.0,19.0,15.0,1.0,0.0,0.0,False,3
False,44.8,82.53,0.0,22.0,10.0,1.0,0.0,0.0,True,2
False,1455.69,27.73,15.15,21.0,7.0,1.0,0.0,0.0,True,5
False,1890.94,0.0,0.0,21.0,13.0,1.0,0.0,0.0,False,5
False,4632.42,1.45,0.0,23.0,14.0,0.0,1.0,1.0,True,1
False,13726.33,5.23,9.04,22.0,15.0,1.0,0.0,0.0,False,5
False,1403.05,144.21,43.36,20.0,11.0,1.0,0.0,0.0,True,0
False,5866.98,83.32,97.84,39.0,5.0,1.0,0.0,0.0,True,3
False,8771.69,0.0,102.14,21.0,14.0,1.0,0.0,0.0,True,3
False,2920.2,0.0,19.47,24.0,11.0,1.0,0.0,0.0,True,3
False,0.0,0.0,68.47,19.0,13.0,1.0,0.0,0.0,False,3
False,6735.32,0.0,0.0,25.0,12.0,0.0,1.0,1.0,False,0
False,45.76,50.45,0.0,27.0,11.0,1.0,0.0,0.0,True,1
False,248.55,0.0,10.26,20.0,11.0,1.0,0.0,0.0,True,2
False,0.0,0.0,16.49,34.0,12.0,0.0,1.0,0.0,True,1
False,44.76,0.0,0.0,19.0,14.0,1.0,0.0,1.0,True,2
False,0.0,127.01,194.39,23.0,11.0,1.0,0.0,1.0,True,4
False,27.05,0.0,5.44,28.0,13.0,1.0,0.0,0.0,True,2
False,3748.54,0.0,55.94,20.0,10.0,1.0,0.0,1.0,True,4
False,7146.38,71.97,95.34,30.0,14.0,1.0,0.0,0.0,True,4
False,3795.8,100.78,0.0,30.0,13.0,1.0,0.0,1.0,False,3
False,5240.29,0.0,195.6,26.0,14.0,1.0,0.0,1.0,False,0
False,2193.53,0.0,72.64,21.0,8.0,1.0,0.0,0.0,True,4
False,11308.45,53.22,2.57,25.0,15.0,1.0,0.0,0.0,True,3
False,7693.13,0.0,1.51,25.0,16.0,1.0,0.0,0.0,False,2
False,2200.88,62.7,0.0,21.0,10.0,1.0,0.0,0.0,True,5
False,37.8,104.04,14.99,30.0,13.0,1.0,0.0,0.0,True,3
False,1337.32,75.62,18.3,21.0,15.0,1.0,0.0,0.0,True,3
False,0.0,0.0,78.19,21.0,12.0,1.0,0.0,0.0,False,0
False,0.0,129.06,0.0,24.0,14.0,1.0,0.0,1.0,False,5
False,0.0,68.49,0.0,23.0,10.0,1.0,0.0,0.0,True,3
False,175.34,38.17,37.4,21.0,12.0,1.0,0.0,0.0,True,4
False,5760.67,0.0,0.0,20.0,13.0,1.0,0.0,0.0,True,1
False,70.74,0.0,0.0,25.0,14.0,1.0,0.0,1.0,True,0
False,0.0,136.06,164.94,23.0,15.0,1.0,0.0,0.0,True,0
False,0.0,0.0,0.0,26.0,12.0,1.0,0.0,0.0,True,5
False,1362.55,0.0,0.0,24.0,11.0,1.0,0.0,0.0,True,5
False,10258.87,99.11,37.54,23.0,13.0,1.0,0.0,1.0,True,4
False,18.32,0.0,277.77,23.0,10.0,1.0,0.0,0.0,True,3
False,4715.37,0.0,39.06,21.0,9.0,1.0,0.0,1.0,True,3
False,351.72,74.97,0.0,21.0,13.0,1.0,0.0,0.0,True,2
False,168.65,39.74,37.03,19.0,14.0,1.0,0.0,0.0,True,2
False,8190.42,0.0,0.0,24.0,9.0,0.0,0.0,0.0,True,2
False,4892.25,145.8,0.0,24.0,6.0,1.0,0.0,0.0,True,3
False,7426.42,0.0,25.04,24.0,17.0,1.0,0.0,1.0,False,0
False,179.34,110.77,0.0,22.0,13.0,1.0,0.0,1.0,True,5
False,0.0,54.46,0.0,22.0,11.0,1.0,0.0,1.0,True,1
False,85.68,14.3,0.0,19.0,13.0,1.0,0.0,1.0,False,1
False,42.71,0.0,2.97,25.0,13.0,1.0,0.0,0.0,False,0
False,4389.87,49.24,41.88,20.0,15.0,1.0,0.0,0.0,True,0
False,7812.52,0.0,0.0,38.0,11.0,1.0,0.0,0.0,True,4
False,0.0,14.8,0.0,23.0,5.0,0.0,1.0,0.0,True,1
False,3644.66,99.37,191.78,20.0,10.0,1.0,0.0,0.0,True,5
False,4844.8,49.47,5.1,29.0,11.0,1.0,0.0,0.0,True,3
False,30.82,138.68,208.41,28.0,9.0,1.0,0.0,0.0,True,5
False,0.0,0.0,9.93,24.0,12.0,1.0,0.0,0.0,False,2
False,0.0,70.22,0.0,21.0,10.0,1.0,0.0,0.0,True,2
False,14792.9,138.49,13.87,23.0,12.0,0.0,0.0,0.0,False,3
False,16.86,35.43,51.55,26.0,9.0,0.0,1.0,1.0,True,3
False,108.03,97.38,0.0,22.0,11.0,1.0,0.0,1.0,True,0
False,3877.39,0.0,5.82,22.0,8.0,1.0,0.0,0.0,True,4
False,1596.86,0.0,0.0,18.0,9.0,1.0,0.0,0.0,True,2
False,7054.89,0.0,0.0,18.0,8.0,1.0,0.0,0.0,True,1
False,3812.41,47.18,0.0,20.0,11.0,0.0,1.0,0.0,True,2
False,10798.56,91.59,0.0,18.0,10.0,0.0,1.0,0.0,True,2
False,4661.73,89.75,100.27,18.0,12.0,1.0,0.0,0.0,True,3
False,8567.01,72.78,17.95,18.0,15.0,1.0,0.0,0.0,True,5
False,4409.18,40.46,0.0,21.0,13.0,1.0,0.0,0.0,True,3
False,5286.4,0.0,90.72,21.0,14.0,1.0,0.0,0.0,True,5
False,12558.46,31.29,148.02,18.0,9.0,1.0,0.0,0.0,True,1
False,10903.07,0.0,99.66,18.0,13.0,1.0,0.0,0.0,True,4
False,265.23,0.0,9.48,19.0,13.0,1.0,0.0,0.0,True,3
False,2740.52,102.4,0.0,18.0,11.0,1.0,0.0,0.0,True,1
False,4204.43,42.51,0.0,18.0,11.0,1.0,0.0,0.0,True,4
False,11303.14,0.0,0.0,19.0,14.0,1.0,0.0,0.0,True,1
False,27.41,164.53,107.57,18.0,10.0,0.0,1.0,0.0,True,5
False,0.0,0.0,0.0,20.0,13.0,1.0,0.0,0.0,True,5
False,237.67,15.45,0.0,19.0,14.0,1.0,0.0,0.0,True,1
False,2189.43,111.51,0.0,20.0,12.0,1.0,0.0,0.0,True,3
False,0.0,0.0,0.58,20.0,13.0,1.0,0.0,0.0,True,0
False,10229.38,0.0,156.41,18.0,10.0,0.0,0.0,0.0,True,3
False,11048.08,0.0,0.0,20.0,11.0,1.0,0.0,0.0,True,5
False,121.43,140.93,0.0,18.0,12.0,1.0,0.0,0.0,True,5
False,9022.68,0.0,50.95,18.0,12.0,1.0,0.0,0.0,True,2
False,5071.8,51.31,0.0,20.0,8.0,0.0,1.0,0.0,True,0
False,3198.98,0.0,0.0,18.0,14.0,0.0,0.0,0.0,True,1
False,0.0,0.0,99.42,20.0,13.0,0.0,0.0,0.0,True,5
False,5193.09,0.0,0.0,21.0,11.0,1.0,0.0,0.0,True,4
False,120.52,0.0,0.0,19.0,10.0,1.0,0.0,0.0,True,5
False,374.49,0.0,0.0,18.0,11.0,1.0,0.0,0.0,True,3
False,3610.56,0.0,0.0,20.0,12.0,1.0,0.0,0.0,True,4
False,147.13,0.0,0.0,19.0,13.0,1.0,0.0,0.0,True,1
False,12848.02,166.95,40.38,20.0,12.0,1.0,0.0,1.0,True,3
False,2035.91,0.0,30.02,20.0,11.0,1.0,0.0,0.0,True,1
False,2397.75,157.66,154.96,18.0,11.0,1.0,0.0,0.0,True,2
False,33.19,0.0,0.0,18.0,15.0,1.0,0.0,0.0,True,2
False,8469.28,0.0,157.76,18.0,10.0,0.0,1.0,0.0,True,5
False,83.12,65.54,0.0,19.0,11.0,1.0,0.0,0.0,True,3
False,1157.14,0.0,114.65,18.0,12.0,1.0,0.0,0.0,True,5
False,5311.34,130.54,0.0,20.0,12.0,0.0,1.0,0.0,True,3
False,781.22,49.85,12.83,19.0,12.0,1.0,0.0,0.0,True,5
